epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,2390.51,0.85131,0.5735,1.05584,0.80875,0.69774,0.76371,0.48218,1.36977,0.98826,1.41342,8.66875e-05,8.66875e-05,8.66875e-05
89,2415.3,0.84949,0.56942,1.05201,0.80402,0.70259,0.76526,0.48389,1.3676,0.98933,1.41361,8.05e-05,8.05e-05,8.05e-05
90,2440.29,0.8402,0.56183,1.04539,0.8176,0.69822,0.76641,0.48608,1.36786,0.99081,1.41216,7.43125e-05,7.43125e-05,7.43125e-05
91,2476.51,0.78991,0.44209,1.00542,0.80656,0.70292,0.76124,0.48164,1.37322,0.99018,1.42215,6.8125e-05,6.8125e-05,6.8125e-05
92,2501.21,0.76294,0.41575,0.9939,0.81008,0.69442,0.76026,0.48208,1.37217,0.99483,1.42654,6.19375e-05,6.19375e-05,6.19375e-05
93,2526.12,0.7543,0.41405,0.99227,0.81569,0.69514,0.76003,0.48369,1.37505,0.99913,1.43024,5.575e-05,5.575e-05,5.575e-05
94,2551.12,0.74595,0.40402,0.98422,0.82281,0.68582,0.76034,0.48403,1.37473,0.99887,1.43212,4.95625e-05,4.95625e-05,4.95625e-05
95,2579.97,0.73946,0.39958,0.98604,0.81949,0.6905,0.76057,0.48443,1.37476,1.00164,1.43368,4.3375e-05,4.3375e-05,4.3375e-05
96,2608.28,0.73499,0.3983,0.97864,0.82833,0.68099,0.76098,0.48421,1.37463,1.00346,1.43393,3.71875e-05,3.71875e-05,3.71875e-05
97,2632.91,0.72896,0.39172,0.97409,0.80615,0.69635,0.75992,0.48448,1.3756,1.00523,1.43661,3.1e-05,3.1e-05,3.1e-05
98,2657.84,0.72455,0.38833,0.97389,0.81137,0.69495,0.76025,0.48364,1.37757,1.00459,1.43997,2.48125e-05,2.48125e-05,2.48125e-05
99,2682.47,0.72277,0.38969,0.97366,0.82351,0.6847,0.76131,0.48465,1.37742,1.00372,1.43952,1.8625e-05,1.8625e-05,1.8625e-05
100,2718.6,0.72144,0.38822,0.972,0.80849,0.69424,0.76202,0.48531,1.37636,1.00544,1.43992,1.24375e-05,1.24375e-05,1.24375e-05
